Higher taxonomic group,Order,Family,Genus,species,data or source,chromosome number (female),chromosome number (male),c-value,"predicted ploidy (1n, 2n, 3n, 4n)","sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","genotypic  (male or female heterogametic, GSD, polygenic)","maternal/haplo-diploid (maternal, haplo-diploid)","environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","polyfactorial (yes, no)","molecular basis (dosage, Y dominant, W dominant)",entry initials,"notes, comments",source: chromosome number (female),source: chromosome number (male),source: c-value,"source: predicted ploidy (1n, 2n, 3n, 4n)","source: sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","source: karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","source: genotypic  (male or female heterogametic, GSD, polygenic)","source: maternal/haplo-diploid (maternal, haplo-diploid)","source: environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","source: polyfactorial (yes, no)","source: molecular basis (dosage, Y dominant, W dominant)"
Fish,Perciformes,labridae,Thalassoma,cupido,data,48,48,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Francis|R.C.|1992,,,,,,
Fish,Perciformes,labridae,Thalassoma,duperrey,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Ross|R.M.|1982,,,,,,
Fish,Perciformes,labridae,Thalassoma,lucasanum,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Thalassoma,lutescens,data,48,48,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Thalassoma,pavonina,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Thalassoma,purpureum,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Xyrichys,dea,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Xyrichys,geisha,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Xyrichys,martinicensis,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Xyrichys,melanopus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Xyrichys,pavo ,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,labridae,Xyrichys,pentadactylus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,lenthrinidae,Lethrinus,lentja,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,lenthrinidae,Lethrinus,mahsena,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,lenthrinidae,Lethrinus,miniatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,lenthrinidae,Lethrinus,rubioperculatus,data,,,1.17,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Lutjanidae,Lutjanus,kasmira,data,48,48,,2n,,homomorphic,,,,,,KP,,"Ueno|K|2008|Ueno K, Takai A (2008) Multiple sex chromosome system of X1X1X2X2/X1X2Y type in lutjanid fish, Lutjanus quinquelineatus (Perciformes). Genetica 132(1):35-41","Ueno|K|2008|Ueno K, Takai A (2008) Multiple sex chromosome system of X1X1X2X2/X1X2Y type in lutjanid fish, Lutjanus quinquelineatus (Perciformes). Genetica 132(1):35-41",,,,"Ueno|K|2008|Ueno K, Takai A (2008) Multiple sex chromosome system of X1X1X2X2/X1X2Y type in lutjanid fish, Lutjanus quinquelineatus (Perciformes). Genetica 132(1):35-41",,,,,
Fish,Perciformes,Lutjanidae,Lutjanus,quinquelineatus,data,48,47,,2n,,complex XY,male heterogametic,,,,,KP,X1X2Y,"Ueno|K|2008|Ueno K, Takai A (2008) Multiple sex chromosome system of X1X1X2X2/X1X2Y type in lutjanid fish, Lutjanus quinquelineatus (Perciformes). Genetica 132(1):35-41","Ueno|K|2008|Ueno K, Takai A (2008) Multiple sex chromosome system of X1X1X2X2/X1X2Y type in lutjanid fish, Lutjanus quinquelineatus (Perciformes). Genetica 132(1):35-41",,,,"Ueno|K|2008|Ueno K, Takai A (2008) Multiple sex chromosome system of X1X1X2X2/X1X2Y type in lutjanid fish, Lutjanus quinquelineatus (Perciformes). Genetica 132(1):35-41","Ueno|K|2008|Ueno K, Takai A (2008) Multiple sex chromosome system of X1X1X2X2/X1X2Y type in lutjanid fish, Lutjanus quinquelineatus (Perciformes). Genetica 132(1):35-41",,,,
fish,Perciformes,Monodactylidae,Monodactylus,argenteus,data,48,48,0.9,2n,,homomorphic,,,,,,KP,,"Suzuki|A|1988|Suzuki A, et al. (1988) Multiple sex chromosomes in a monodactylid fish. Jpn J Ichthyol 35(1):98-101","Suzuki|A|1988|Suzuki A, et al. (1988) Multiple sex chromosomes in a monodactylid fish. Jpn J Ichthyol 35(1):98-101",genomesize.com,,,"Suzuki|A|1988|Suzuki A, et al. (1988) Multiple sex chromosomes in a monodactylid fish. Jpn J Ichthyol 35(1):98-101",,,,,
fish,Perciformes,Monodactylidae,Monodactylus,sebae,data,48,47,,2n,,complex XY,male heterogametic,,,,,KP,X1X2Y,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,,
fish,Perciformes,Monodactylidae,Monodactylus,sebae,data,48,47,,2n,,complex XY,male heterogametic,,,,,KP,X1X2Y,"Suzuki|A|1988|Suzuki A, et al. (1988) Multiple sex chromosomes in a monodactylid fish. Jpn J Ichthyol 35(1):98-101","Suzuki|A|1988|Suzuki A, et al. (1988) Multiple sex chromosomes in a monodactylid fish. Jpn J Ichthyol 35(1):98-101",,,,"Suzuki|A|1988|Suzuki A, et al. (1988) Multiple sex chromosomes in a monodactylid fish. Jpn J Ichthyol 35(1):98-101","Suzuki|A|1988|Suzuki A, et al. (1988) Multiple sex chromosomes in a monodactylid fish. Jpn J Ichthyol 35(1):98-101",,,,
Fish,Perciformes,moronidae,Dicentrarchus,labrax-1,data,,,,,,,,,TSD,,,JEM,,,,,,,,,,Blazquez|M.|1998,,
fish,Perciformes,Moronidae,Dicentrarchus,labrax-2,data,48,48,,,,XY,male heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Perciformes,nemipteridae,Nemipterus,japonicus,data,,,,,hermaphrodite,,,,,,,JEM,rudimentary hermaphroditism,,,,,Lau|P.P.F.|2002,,,,,,
Fish,Perciformes,nemipteridae,Nemipterus,peronii,data,,,,,hermaphrodite,,,,,,,JEM,rudimentary hermaphroditism,,,,,Young|P.C.|1985,,,,,,
Fish,Perciformes,nemipteridae,Nemipterus,porosus,data,,,,,hermaphrodite,,,,,,,JEM,rudimentary hermaphroditism,,,,,Young|P.C.|1985,,,,,,
Fish,Perciformes,nemipteridae,Nemipterus,virgatus,data,,,,,hermaphrodite,,,,,,,JEM,rudimentary hermaphroditism,,,,,Lau|P.P.F.|2002,,,,,,
Fish,Perciformes,Nemipteridae,Scolopsis,bilineatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Nemipteridae,Scolopsis,monogramma,data,,,0.76,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Nemipteridae,Scolopsis,taeniopterus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Nototheniidae,Eleginops,maclovinus,data,48,48,,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,data,46,45,,,,homomorphic ,male heterogametic,,,,,JEM,"X1, Y1 Y2",Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Perciformes,Nototheniidae,Pagothenia,hansoni,data,,,,,,homomorphic ,male heterogametic,,,,,JEM,"X1, Y1 Y2",,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Perciformes,Nototheniidae,Trematomus,newnesi,data,46,45,,,,homomorphic ,male heterogametic,,,,,JEM,"X1, Y1 Y2",Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Perciformes,Nototheniidae,Trematomus,nicolai,data,58,57,,,,homomorphic ,male heterogametic,,,,,JEM,"X1, Y1 Y2",Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
fish,Perciformes,Osphronemidae ,Trichogaster,fasciatus,data,48,48,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
fish,Perciformes,Osphronemidae ,Trichogaster,lalius-1,data,46,45,,,,XO,,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,,
fish,Perciformes,Osphronemidae ,Trichogaster,lalius-2,data,45,46,,,,ZO,,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,,
Fish,Perciformes,percidae,Accrina,cernua,data,,,,,,homomorphic  ,male heterogametic,,,,,JEM,,,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Perciformes,Percidae,Zingel,zingel,data,48,47,,2n,,complex XY,male heterogametic,,,,,KP,X1X2Y,"Halacka|K|2007|Halacka K, et al. (2007) The X1X1X2X2/X1X2Y multiple sex chromosome system in the Zingel zingel (Pisces: Perciformes) from the Morava river (Czech Republic). Caryologia 60(3):222-225","Halacka|K|2007|Halacka K, et al. (2007) The X1X1X2X2/X1X2Y multiple sex chromosome system in the Zingel zingel (Pisces: Perciformes) from the Morava river (Czech Republic). Caryologia 60(3):222-225",,,,"Halacka|K|2007|Halacka K, et al. (2007) The X1X1X2X2/X1X2Y multiple sex chromosome system in the Zingel zingel (Pisces: Perciformes) from the Morava river (Czech Republic). Caryologia 60(3):222-225","Halacka|K|2007|Halacka K, et al. (2007) The X1X1X2X2/X1X2Y multiple sex chromosome system in the Zingel zingel (Pisces: Perciformes) from the Morava river (Czech Republic). Caryologia 60(3):222-225",,,,
Fish,Perciformes,Pinguipedidae,Parapercis,snyderi,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Polynemidae,Polydactylus,sexfilis,data,,,,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,pomacanthidae,Apolemichthys,trimaculatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous or bi-directional hermaphrodite,,,,,Kuwamura|T.|1998,,,,,,
Fish,Perciformes,pomacanthidae,Centropyge,acanthops,data,,,,,hermaphrodite,,,,,,,JEM,protogynous or bi-directional  hermaphrodite,,,,,Kuwamura|T.|1998,,,,,,
Fish,Perciformes,pomacanthidae,Centropyge,flavissimus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous or bi-directional  hermaphrodite,,,,,Kuwamura|T.|1998,,,,,,
Fish,Perciformes,pomacanthidae,Centropyge,interruptus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,pomacanthidae,Centropyge,multispinnis,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,pomacanthidae,Centropyge,resplendens,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Moyer|J.T.|1979,,,,,,
Fish,Perciformes,pomacanthidae,Genicanthus,caudovittatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,pomacanthidae,Genicanthus,semifasciatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,pomacentridae,Amphiprion,alkalopsis,data,,,0.89,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,pomacentridae,Amphiprion,bicintus,data,,,,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,clarkii-1,data,,,1.03,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,clarkii-2,data,48,48,1.13,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,http://www.genomesize.com,http://www.genomesize.com,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,frenatus,data,48,48,,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,melanopus,data,,,0.91,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,ocellaris,data,48,48,,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,perideraion-1,data,,,0.81,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,perideraion-2,data,,,1.22,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,polymnus,data,,,,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Amphiprion,sandaracinos,data,,,,,hermaphrodite,,,,,,,JEM,protandrous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Dascyllus,aruanus-1,data,,,0.87,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Dascyllus,aruanus-2,data,32,32,1.03,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,http://www.genomesize.com,http://www.genomesize.com,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Dascyllus,carneus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Asoh|k.|2003| Asoh and Yoshikawa 2003,,,,,,
Fish,Perciformes,Pomacentridae,Dascyllus,marginatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Dascyllus,reticulatus,data,,,0.85,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomacentridae,Dascyllus,trimaculatus,data,,,0.9,,,XO,male heterogametic,,,,,JEM,,,,http://www.genomesize.com,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Perciformes,Pomocanthidae,Centropyge,ferrugatus,data,48,48,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomocanthidae,Centropyge,potteri,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomocanthidae,Centropyge,tibicen,data,52,52,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomocanthidae,Genicanthus,bellus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomocanthidae,Genicanthus,lamarck,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomocanthidae,Genicanthus,watanabei,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pomocanthidae,Holacanthus,tricolor,data,48,48,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,Takai|A.|2008|Takai and Izutsu 2008 Hydrobiologia 603:15-23,Takai|A.|2008|Takai and Izutsu 2008 Hydrobiologia 603:15-23,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,Pseudochromidae,Anisochromis,straussi,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Calotomus,carolinus,data,,,1.58,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Calotomus,japonicus,data,48,48,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Calotomus,spinidens,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Chlorurus,gibbus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Cryptotomus,roseus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,chlorodon,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,fasciatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,flavipectoralis,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,formosus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,forsteri,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,frenatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,ghobban,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,gibbus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,globiceps,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,iserti-1,data,,,1.29,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,iserti-2,data,,,1.4,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,lunula,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,niger,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,oviceps,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,psittacus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,rivulatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,rubroviolasceus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,schlegeli,data,,,1.4,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,schultzi,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,sexvittatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,sordidus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,taeniopterus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Scarus,venosus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Choat|J.H.|1974,,,,,,
Fish,Perciformes,scaridae,Scarus,vetula,data,,,1.9,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Sparisoma ,atomarium,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Sparisoma ,aurofrenatum,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Perciformes,scaridae,Sparisoma ,chrysopterum-1,data,,,1.23,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
